Ticker,Market Cap,PE Ratio,Forward P/E,P/S Ratio,P/B Ratio,Dividend Yield (%),Current Ratio,Debt/Equity,Revenue Growth 4Y (%),EPS Growth 4Y (%),Forward EPS Growth (%),EPS,PEG Ratio,ROE (%),ROA (%),ROIC (%),Profit Margin (%),Gross Margin (%),Free Cash Flow Yield (%),EV/EBITDA,Recent 52-Week High,Sector
AEM.TO,56476217344.0,71.341774,24.293104,7.730649,2.8178592,1.9199999,1.514,0.09941,20.54816593,16.98055068,44.4,1.58,-1.95,3.1040002,2.105027028,2.833039469,8.486,57.757,2.297987584,15.725,True,Basic Materials
NGT.TO,84775206912.0,N/A,N/A,5.6991735,2.8916748,1.83,2.106,0.31205,0.678034116,N/A,284.3,-3.74,N/A,-8.089,-4.214857533,-5.625026674,-13.291,35.939,0.709687087,19.036,True,Basic Materials
WPM.TO,38490931200.0,49.61988,37.052402,33.98824,5.3760376,0.99,26.858,0.0008,-1.880933149,1.193140198,-13.8,1.71,1.7,8.156,8.086140378,8.132823415,50.435,79.414004,-0.517218821,44.982,True,Basic Materials
ABX.TO,48410402816.0,23.60684,13.215312,4.0921726,2.0498738,1.97,3.011,0.14538,-2.467783482,-13.89759145,23.5,1.17,-1.07,7.199,3.304737446,5.357569959,12.781,32.798,1.495407076,10.966,True,Basic Materials
TECK-B.TO,34497572864.0,23.795698,23.795698,2.2159283,1.3013054,0.75,1.476,0.37462,13.80750761,N/A,-28.9,2.79,-2.97,5.0329998,2.618947594,3.862887278,9.41,29.021,-3.580985157,8.817,False,Basic Materials
TECK-A.TO,34497552384.0,23.781363,N/A,2.2159271,1.3005214,0.75,1.476,0.37462,13.80750761,N/A,-28.9,2.79,N/A,5.0329998,2.618947594,3.862887278,9.41,29.021,-3.582474666,8.814,False,Basic Materials
FNV.TO,33414948864.0,N/A,32.518726,29.73654,5.7166843,1.13,29.115,N/A,4.551338365,N/A,-57.3,-4.13,4.53,-9.316,-8.942092517,-9.640943438,-51.918,86.26,1.496439738,33.873,False,Basic Materials
NTR.TO,31600128000.0,29.298164,11.871747,1.2229625,1.2574815,4.66,1.26,0.53142,8.575248958,32.94097989,-12.4,2.18,-0.3,3.22,1.477781831,2.039472835,3.0569999,30.357,5.988889752,9.401,False,Basic Materials
IVN.TO,25397024768.0,117.625,20.021276,N/A,5.3725376,N/A,1.174,0.04244,N/A,N/A,-14.9,0.16,0.73,3.437,3.163096413,3.378167682,N/A,N/A,-2.372813639,-239.024,False,Basic Materials
K.TO,15989681152.0,23.654545,15.488096,3.5382447,2.530144,1.25,1.271,0.31889,0.155685798,-24.92008283,41.7,0.55,-0.49,7.8099996,4.654038771,6.007671053,10.909,52.192,3.874488698,8.869,True,Basic Materials
FM.TO,14879452160.0,N/A,31.857143,2.698486,1.3175776,N/A,2.354,0.67003,6.22797204,-51.78415409,N/A,-2.56,-0.58,-14.871,-5.531240882,-7.456312862,-24.066,22.416,-0.590080098,12.246,False,Basic Materials
AGI.TO,11840244736.0,41.48529,20.442028,10.562217,3.680365,0.47999998,3.044,N/A,8.146091897,9.400305908,-10.5,0.68,-0.99,6.7210004,4.961236439,6.725960277,17.725,58.011,1.596477651,19.939,True,Basic Materials
WFG.TO,10376271872.0,56.13044,16.7228,1.5839218,1.4379755,1.35,2.325,0.07385,10.22049851,N/A,N/A,2.3,N/A,1.978,1.531763101,1.862957764,2.2130001,31.369,2.947331315,11.297,True,Basic Materials
PAAS.TO,10527029248.0,N/A,16.571428,4.0903907,2.2829254,1.86,2.059,0.17976,14.68574168,N/A,N/A,-0.56,2.78,-2.803,-1.575649284,-2.280732692,-5.459,29.507,1.04889743,18.689,False,Basic Materials
LUN.TO,10214801408.0,45.344826,13.697917,2.5080736,2.0546875,2.74,1.492,0.24635,13.53473755,7.747813144,104.7,0.29,1.12,5.0440002,1.77319647,2.640814266,4.206,40.171,2.731572322,9.824,False,Basic Materials
LUG.TO,7198888960.0,23.445312,12.452282,7.7404747,6.845347,3.63,1.975,0.14282,25.99285301,N/A,88.5,1.28,N/A,22.879,15.55983199,19.42018339,24.304001,64.005,5.944989345,13.116,True,Basic Materials
CS.TO,7405409280.0,N/A,11.55294,5.2560635,2.5121515,N/A,0.939,0.40101,31.22438408,N/A,N/A,-0.2,-0.09,-1.239,-1.806727658,-2.751001081,-1.466,28.249002,-5.537453111,43.586,False,Basic Materials
EDV.TO,8001691136.0,N/A,9.265536,3.741206,2.6547956,3.4,1.187,0.39597,10.38801791,15.3590706,N/A,-0.99,0.19,-3.618,-3.13850655,-4.283826174,-8.826999,53.179,-0.956032866,9.93,True,Basic Materials
BTO.TO,5943268864.0,N/A,8.407407,3.0574338,1.5846422,4.8,2.929,0.01054,1.972054843,-64.0695888,N/A,-0.16,-0.62,-3.469,-2.779328749,-3.59405997,-7.23,60.161,4.889980752,6.169,True,Basic Materials
SJ.TO,5163959808.0,14.804523,13.801205,1.4920428,2.8410218,1.2200001,6.568,0.93081,6.800724412,15.84983788,13.1,6.19,2.9,20.637,9.580675804,10.59026476,10.199001,21.67,N/A,N/A,False,Basic Materials
ELD.TO,4834406912.0,19.675,11.688119,4.36791,1.3129066,N/A,3.623,0.20849,-0.406342671,-7.25986475,5566.7,1.2,0.04,4.9889997,3.46236916,4.106963061,15.677,53.376997,-0.654599397,9.673,False,Basic Materials
TFPM.TO,4613937664.0,N/A,26.321838,20.757977,2.7126272,1.2999999,5.799,0.01289,16.02385424,-15.80338881,N/A,-0.63,2.25,-5.099,-4.9295148,-4.909788435,-40.625,86.711,3.526284429,91.853,False,Basic Materials
OR.TO,4661312000.0,N/A,32.93421,18.436546,2.8016567,1.04,4.922,0.07,3.728775065,N/A,N/A,-0.5,1.07,-5.4640003,-4.56522048,-4.951972867,-36.86,95.094,2.52331819,22.514,True,Basic Materials
IMG.TO,4271547136.0,22.696968,8.230769,3.4273827,1.6152685,N/A,1.338,0.35166,-5.575190418,20.53905237,-15.8,0.33,0.06,5.865,2.947589529,4.0497514,10.3590004,24.937999,-10.54723093,15.917,True,Basic Materials
FIL.TO,4273586688.0,N/A,-42.306667,N/A,132.20833,N/A,2.475,N/A,N/A,-46.07581737,N/A,-0.98,N/A,-125.11901,-106.6396183,-148.9212675,N/A,N/A,-2.218445165,-35.802,False,Basic Materials
HBM.TO,4183989248.0,28.72973,9.243479,2.057881,1.6854289,0.19,1.865,0.49368,11.5260682,N/A,N/A,0.37,0.11,3.2899998,1.527755653,2.298106027,4.014,47.966,7.091270078,5.795,False,Basic Materials
MX.TO,3613317888.0,18.426115,9.057432,1.008811,1.7984235,1.88,1.25,1.31582,8.874746802,N/A,-28.6,2.91,1.11,10.2139995,2.267537054,2.922255039,4.063,19.051,4.054536144,13.829,False,Basic Materials
STLC.TO,3599583744.0,21.05414,19.051874,1.2625688,2.6763015,4.54,1.849,0.60967,17.75726548,N/A,-42.5,3.14,-0.7,12.312999,5.579745202,12.30878691,6.068,14.556,3.695252919,8.707,True,Basic Materials
EQX.TO,3569446656.0,10.412499,5.705479,3.2648673,1.1100746,N/A,1.1,0.51772,6.515365684,-2.599625357,3451.7,0.8,N/A,8.795,4.600641975,6.636038693,22.604999,28.496,-5.882925436,22.402,False,Basic Materials
PRU.TO,3330403840.0,7.5625005,8.066667,3.2466438,2.104348,1.86,4.642,0.00181,7.641977609,34.62732625,7.1,0.32,-0.09,22.732,N/A,0.0,31.613,60.952,N/A,4.958,False,Basic Materials
CEE.TO,3225995264.0,27.8,10.692308,3.4660354,2.2583265,2.08,3.443,0.00293,1.835022888,-12.3943519,-8.4,0.1,8.4,14.163,N/A,0.0,9.097,32.317,N/A,7.396,True,Basic Materials
NGD.TO,3351872512.0,N/A,11.157894,4.1340313,3.518672,N/A,1.496,0.52445,5.148823458,6.93951409,N/A,-0.04,0.12,-2.228,-0.965160075,-1.62090573,-2.528,45.165002,1.675117874,11.302,True,Basic Materials
ERO.TO,2940075776.0,N/A,5.7535353,6.6146708,4.489281,N/A,0.684,0.8263,7.168519899,13.33681034,N/A,-0.26,0.12,-3.083,-1.659854543,-1.831821717,-4.795,34.152,-8.491225489,21.837,False,Basic Materials
OGC.TO,2731161600.0,384.0,6.9818177,2.7232642,1.5737704,0.69999998,1.38,0.1141,19.68903586,N/A,-55.6,0.01,-2.14,0.238,0.040866367,0.051018456,0.1,44.669998,-0.475950552,8.718,True,Basic Materials
CIA.TO,2741720832.0,9.285714,7.5362315,1.618283,1.8895347,3.85,2.424,0.4265,4.426530155,-17.4703136,400.0,0.56,0.43,22.524,11.73408867,15.32109463,17.642,43.835998,1.768217938,4.724,False,Basic Materials
SSL.TO,2501032960.0,60.071426,38.227272,14.711352,1.7462624,0.95,1.987,0.26627,17.8822521,18.9207115,336.5,0.14,2.51,2.151,1.559114509,1.616073402,17.546,84.247,4.24709211,22.38,True,Basic Materials
DPM.TO,2437043968.0,9.04,7.3695655,4.497769,2.0296364,1.6,7.095,0.01309,-3.89055358,-0.939071127,6.3,1.5,0.04,17.525,14.7967328,16.8992315,35.575,53.977,15.50236465,6.327,True,Basic Materials
CGG.TO,2319022080.0,N/A,6.428571,6.778032,1.374853,N/A,1.578,0.46677,-14.6067926,N/A,N/A,-0.28,N/A,-4.581,-2.819645634,-3.282588501,-23.75,0.51200003,-1.262082765,64.06,False,Basic Materials
CXB.TO,2170283520.0,19.642857,6.5476193,3.843305,2.4401066,N/A,2.329,0.39767,23.33535195,0.0,-61.8,0.14,N/A,7.541,4.572457512,6.035304446,9.304,42.064998,-2.767690409,11.388,True,Basic Materials
TXG.TO,2200350976.0,15.699387,8.201923,2.3178668,1.4276947,N/A,1.087,0.07325,2.835771744,17.00200633,-97.7,1.63,0.04,7.118,5.787201486,6.799030544,11.156,53.155,-8.976889164,5.26,True,Basic Materials
SEA.TO,2124411904.0,263.77777,-64.16216,N/A,2.4902968,N/A,2.108,0.57056,N/A,-11.06700273,367.9,0.09,N/A,1.18700005,0.700114814,0.739130334,N/A,N/A,-8.314529629,-135.935,False,Basic Materials
FVI.TO,2083651200.0,N/A,9.109589,2.097729,1.5248796,N/A,1.513,0.16121,31.82427135,N/A,1206.4,N/A,N/A,0.9980001,0.101037741,0.131386686,0.204,26.938,6.794559895,5.41,False,Basic Materials
GMIN.TO,2070494336.0,N/A,10.48913,N/A,5.7372174,N/A,0.512,0.57468,N/A,3.205650411,N/A,-0.15,N/A,-5.467,-2.239361216,-4.228178217,N/A,N/A,-10.06967003,-278.538,False,Basic Materials
CG.TO,2050659456.0,11.614458,12.358975,1.6121042,1.1857319,2.9000001,3.786,0.01294,10.99925234,N/A,N/A,0.83,0.03,7.982,6.130758705,7.86659623,10.6879994,44.223,19.31612188,3.501,False,Basic Materials
WDO.TO,1965402368.0,50.538464,11.042017,4.905681,4.164818,N/A,1.485,0.00438,11.51229719,N/A,N/A,0.26,N/A,8.676,6.264410633,8.279168073,9.738,23.413,3.73278149,12.134,False,Basic Materials
KNT.TO,1949702656.0,51.3125,12.073529,9.038158,5.324254,N/A,2.954,0.11191,5.915918789,-7.350387196,-30.7,0.16,N/A,8.25,6.663634031,7.848993768,13.242,41.089,-2.093063768,24.175,False,Basic Materials
LIF.TO,1964800000.0,9.331307,10.406779,9.311628,2.9307876,8.79,1.349,N/A,-0.218988075,-4.848386083,20.0,3.29,1.17,31.89,24.2837759,31.66904197,99.703,97.043,N/A,N/A,False,Basic Materials
CFP.TO,1939473792.0,N/A,-58.499996,0.36188263,0.5401484,N/A,1.994,0.11966,-0.127664329,N/A,N/A,-3.32,N/A,-9.652001,-6.428142205,-9.416858985,-7.3850006,17.243999,-16.54350654,-19.819,False,Basic Materials
MAG.TO,2011970944.0,24.683544,19.897959,N/A,3.6771638,N/A,28.035,0.00014,N/A,N/A,11.2,0.79,0.37,11.883,11.61440517,11.81357134,N/A,N/A,-0.663183625,-126.97,True,Basic Materials
NG.TO,1922978304.0,N/A,-52.272728,N/A,N/A,N/A,29.284,N/A,N/A,-8.775730594,N/A,-0.18,N/A,N/A,-34.421264,-35.9733952,N/A,N/A,-0.502535524,-79.865,False,Basic Materials
NGEX.TO,1879758592.0,N/A,-49.55,N/A,36.167885,N/A,8.02,N/A,N/A,-43.15691227,N/A,-0.22,N/A,-151.09301,-112.6807588,-60.4866216,N/A,N/A,-1.891757636,-33.539,True,Basic Materials
AYA.TO,2080725376.0,177.22221,24.166666,50.089684,7.5844035,N/A,2.665,0.36422,32.68959894,N/A,N/A,0.09,N/A,3.703,2.765077357,2.970108177,22.306,39.064,-5.300144705,429.645,True,Basic Materials
SIL.TO,1904462208.0,13.216495,16.025,7.281863,4.200524,N/A,5.866,0.00116,N/A,N/A,-75.0,0.97,N/A,26.790002,24.31848884,25.63374809,40.611,69.455004,2.996956215,11.233,False,Basic Materials
OSK.TO,1776854912.0,N/A,-97.200005,N/A,1.8291306,N/A,41.641,0.1365,N/A,N/A,-99.8,-0.01,N/A,-0.509,-0.410696518,-0.451420987,N/A,N/A,2.129637102,-86.981,True,Basic Materials
OLA.TO,1813010944.0,N/A,16.2,6.590658,3.9761572,N/A,5.895,0.17756,N/A,8.783209093,75.0,-0.05,N/A,-2.5,-2.680832467,-2.918609515,-4.1160002,72.423,5.349788021,11.791,False,Basic Materials
SSRM.TO,1653145344.0,N/A,14.103449,1.3480077,0.5353053,4.65,3.542,0.0807,13.72392844,N/A,-86.3,-3.21,-0.18,-14.669,-8.796583574,-13.29141838,-39.146,36.588,4.36366413,40.722,False,Basic Materials
FOM.TO,1681890304.0,N/A,-100.25001,N/A,2.895307,N/A,3.911,0.09846,N/A,-49.53487812,N/A,-0.03,N/A,-1.95,-1.618710738,-1.575324616,N/A,N/A,-0.585576351,N/A,False,Basic Materials
GATO.TO,1466372480.0,39.830193,20.69608,N/A,3.8430731,N/A,9.423,0.00057,N/A,N/A,N/A,0.53,N/A,7.5040005,7.08023803,7.412092357,N/A,N/A,4.182303376,-54.104,True,Basic Materials
ASTL.TO,1380670976.0,N/A,N/A,0.52715474,0.89455575,2.0499999,4.186,0.40702,11.71627869,N/A,N/A,-0.22,N/A,-1.272,-0.681620588,-1.097455136,-0.748,5.456,-21.53124753,15.919,True,Basic Materials
SKE.TO,1287265408.0,N/A,-46.423077,N/A,7.5484676,N/A,2.876,0.10231,N/A,-5.947969118,N/A,-1.53,N/A,-77.796,-51.14119148,-63.21952668,N/A,N/A,-7.492931414,-8.703,True,Basic Materials
EDR.TO,1242396032.0,N/A,12.948719,5.598497,2.8923254,N/A,2.024,0.14575,10.37012649,31.6074013,N/A,-0.08,-0.28,-3.848,-2.931651818,-3.456284446,-6.525,28.14,-12.10489697,35.691,False,Basic Materials
SVM.TO,1226906880.0,15.297297,12.304347,5.3966503,1.9179939,0.61000003,4.034,0.00205,2.877248562,-6.089558425,140.0,0.37,0.03,10.9239995,6.997529377,9.634900796,21.565,60.473,3.435955316,10.801,False,Basic Materials
CHE-UN.TO,1224720000.0,9.545454,10.714286,0.6911988,1.6527624,6.29,0.399,1.28021,7.562676902,N/A,-78.1,1.1,N/A,19.73,6.444845723,8.410200472,7.846,22.431,6.90507336,5.314,True,Basic Materials
KRR.TO,1196995200.0,83.75,7.613636,2.7513905,3.2289155,N/A,1.793,0.17369,14.86701034,N/A,N/A,0.08,N/A,3.904,2.409171996,3.299852723,3.218,40.257,3.368703457,9.479,True,Basic Materials
IE.TO,1184716288.0,N/A,N/A,421.9075,4.096586,N/A,3.657,0.27703,-4.195907197,-63.68234151,N/A,-2.72,N/A,-103.97,-62.6235135,-52.21243816,N/A,34.544,-19.44325299,-5.814,False,Basic Materials
ALS.TO,1204902272.0,83.645164,68.23685,19.315521,2.459685,1.39,11.295,0.17845,3.515094086,N/A,200.0,0.31,N/A,2.318,1.859517062,2.448688539,23.341,90.29,2.336388861,31.402,True,Basic Materials
ARIS.TO,1132901248.0,60.727272,5.344,2.4297786,1.3879076,N/A,1.881,0.33579,3.447075577,N/A,249.5,0.11,N/A,1.541,0.753130793,1.09862131,2.7579999,37.065,-2.468070961,12.043,True,Basic Materials
ORA.TO,1122502144.0,N/A,4.007752,2.2385304,4.524504,6.18,1.523,1.47195,8.58546813,-18.75758482,N/A,-0.63,N/A,-11.407,-3.995310414,-5.397662495,-6.609,32.838002,5.259710166,7.88,True,Basic Materials
IFP.TO,1003212608.0,N/A,34.210526,0.31366077,0.61695194,N/A,2.023,0.62315,11.00692908,N/A,N/A,-7.0,N/A,-20.177999,-10.42152025,-13.25968885,-11.259,1.698,-0.509511062,-49.445,False,Basic Materials
TKO.TO,921122176.0,18.470589,9.812501,1.5821241,1.9898607,N/A,2.088,1.63347,11.2054371,N/A,N/A,0.17,0.32,11.3649994,4.489200957,6.820861248,8.054,37.925997,6.300778232,10.482,False,Basic Materials
AAUC.TO,870670976.0,N/A,3.8444445,1.1975558,2.8244898,N/A,0.703,0.29616,N/A,N/A,373.8,-1.01,N/A,-52.358,-23.06821631,-46.02578271,-25.663,29.693002,-11.42806414,7.286,False,Basic Materials
RUP.TO,837541568.0,N/A,-97.75001,N/A,4.9936147,N/A,5.111,0.00022,N/A,5.4258391,N/A,-0.04,N/A,-4.42,-4.055183834,-4.41256176,N/A,N/A,-4.566208206,-93.294,False,Basic Materials
PPTA.TO,768685248.0,N/A,-41.03448,N/A,11.205273,N/A,1.535,0.00088,N/A,53.56019526,N/A,-0.29,-6.13,-18.232,-15.20403468,-18.42421044,N/A,N/A,-3.083228825,-19.132,True,Basic Materials
LAC.TO,677976896.0,N/A,-77.75,N/A,1.0196722,N/A,20.145,0.00692,N/A,42.93046686,N/A,-0.16,N/A,-5.3319998,-7.334203942,-5.547782007,N/A,N/A,-73.51792894,-10.743,False,Basic Materials
MDI.TO,668637696.0,14.333334,11.347222,0.9581368,1.3038622,N/A,3.35,0.01289,13.08833632,51.96713713,-26.9,0.57,4.65,9.648,10.16275182,12.48455663,6.761,20.878,3.135754746,5.06,False,Basic Materials
MUX.TO,685102528.0,5.1309524,92.35715,3.6875498,1.3610526,N/A,1.677,0.08531,12.2274462,N/A,N/A,2.52,N/A,16.778,13.99048878,17.44180837,46.625,20.261,-1.066284543,269.211,False,Basic Materials
VNP.TO,614422016.0,43.1875,18.675674,2.2959778,4.5400786,N/A,3.473,1.10234,8.145670139,54.28791731,-54.5,0.16,653.0,8.557,3.117061121,4.052824022,4.147,24.340001,-2.343021268,23.173,True,Basic Materials
IAU.TO,577404032.0,N/A,-12.5,10.565877,1.2386458,N/A,0.538,0.38468,N/A,N/A,N/A,-0.39,N/A,-19.879,-11.92796994,-14.2041941,-162.246,-30.599,-11.93037838,-11.337,False,Basic Materials
SLS.TO,567850496.0,N/A,-8.9743595,N/A,21.73913,N/A,5.368,0.93102,N/A,3.178676596,N/A,-0.45,N/A,-148.58,-84.39380361,-125.5220565,N/A,N/A,-6.869079693,-11.678,False,Basic Materials
SOLG.TO,600222016.0,N/A,N/A,N/A,2.2988508,N/A,1.491,0.70416,N/A,-29.24949172,N/A,-0.02,N/A,-20.902,-16.27175092,-17.2381564,N/A,N/A,-8.327426032,-62.992,False,Basic Materials
LAAC.TO,540355008.0,N/A,6.9791665,N/A,0.65557724,N/A,0.507,0.24567,N/A,N/A,-93.6,-0.03,N/A,-0.215,98.97772599,111.3365105,N/A,N/A,-6.636022996,-13.31,False,Basic Materials
GAU.TO,500992064.0,27.857143,2.142857,5.237325,2.08111,N/A,2.306,0.18588,N/A,-17.57632497,-40.0,0.07,0.22,4.458,2.846318457,4.098584841,10.143,39.137,-0.900214738,34.671,False,Basic Materials
PMET.TO,479899840.0,N/A,-28.333334,N/A,1.9733024,N/A,2.291,0.00218,N/A,N/A,N/A,N/A,N/A,-0.234,-0.179491732,-0.178855759,N/A,N/A,-18.06451919,-18.861,False,Basic Materials
FVL.TO,473730944.0,N/A,N/A,N/A,4.953271,N/A,6.248,0.00085,N/A,-19.40120901,N/A,N/A,N/A,-1.102,-1.092685348,-1.088642324,N/A,N/A,-0.404886724,-464.971,True,Basic Materials
GTWO.TO,441511776.0,N/A,-46.25,832.0254,6.292517,N/A,6.816,N/A,5.014291416,-31.6074013,N/A,-0.02,N/A,-6.0149997,-5.763093625,-6.044258622,N/A,100.0,-4.741973094,-150.553,True,Basic Materials
GGD.TO,431680352.0,N/A,26.199999,13.580405,1.5197215,N/A,7.804,0.00276,-6.473194778,N/A,N/A,-0.01,N/A,-1.206,-1.083490798,-1.17058964,-10.8,37.405,-3.43632621,118.803,False,Basic Materials
JAG.TO,439259200.0,10.471699,14.605264,3.0325527,1.7092701,N/A,1.916,0.01694,-3.925539338,-32.30527572,N/A,0.53,N/A,12.923001,10.08254447,12.42171106,21.248,45.976,2.686840855,7.879,True,Basic Materials
TBL.TO,404793760.0,6.944444,N/A,0.24596654,0.9474482,N/A,3.729,0.23019,1.394971878,-2.854269038,-17.9,0.54,N/A,14.057,8.871043653,11.30652537,3.4930002,11.26,15.47912632,5.519,False,Basic Materials
GRA.TO,392398400.0,N/A,-115.0,3.0186265,3.6450078,N/A,2.084,0.19356,17.85647441,3.283178987,N/A,-0.07,N/A,-10.419,-7.179817223,-8.8430834,-8.974,21.929,-1.384505109,770.403,False,Basic Materials
MARI.TO,389825248.0,N/A,-25.733332,N/A,3.836978,N/A,12.871,0.00086,N/A,N/A,N/A,-0.11,N/A,-8.309,-8.17979979,-7.746545673,N/A,N/A,-3.340378044,-61.115,False,Basic Materials
MSA.TO,356687040.0,3.1315792,N/A,0.7441367,1.0197086,8.53,1.495,0.08323,-2.018405952,-29.28932188,44.0,0.38,N/A,20.104,4.280019209,7.131594906,5.0300002,30.76,N/A,2.081,False,Basic Materials
ETG.TO,351823168.0,N/A,N/A,N/A,N/A,N/A,17.513,N/A,N/A,-13.62193665,N/A,-0.07,N/A,N/A,-128.7687335,17.62183628,N/A,N/A,N/A,-76.889,True,Basic Materials
ORE.TO,343323744.0,6.727273,4.352941,1.3932971,1.5811967,N/A,0.539,0.58542,N/A,N/A,-33.3,0.11,0.01,22.819,9.238394348,12.33415721,12.111,39.602003,-5.192324645,4.384,False,Basic Materials
III.TO,336691680.0,N/A,29.714285,0.8806334,0.46253052,N/A,0.501,0.52519,23.49419913,-55.19265432,N/A,-0.01,N/A,-0.307,-0.155581815,-0.208836735,-0.57800002,9.382,-17.33079095,8.469,False,Basic Materials
WRN.TO,334990144.0,N/A,-56.333336,N/A,1.7567568,N/A,28.487,0.00042,N/A,0.0,N/A,-0.04,N/A,-3.7,-3.628992818,-3.958657817,N/A,N/A,-8.440444238,-37.386,False,Basic Materials
PRB.TO,325843200.0,N/A,-22.5,N/A,12.94964,N/A,3.609,0.0186,N/A,-7.456993182,N/A,-0.21,N/A,-116.831,-89.01367071,-135.4895509,N/A,N/A,-7.524274004,-7.474,True,Basic Materials
NEO.TO,321487328.0,77.0,12.03125,0.649169,0.7617729,5.19,3.305,0.13017,13.31219498,40.73364473,191.6,0.1,N/A,0.846,0.54205547,0.735715912,0.693,21.934,-4.963996083,8.644,False,Basic Materials
LIRC.TO,328330048.0,N/A,59.1,53.334965,2.2386363,N/A,8.173,0.00311,48.90266842,N/A,N/A,-0.07,N/A,-2.0569999,-2.070481595,-2.191277254,-52.096003,100.0,-9.452613425,3588.425,False,Basic Materials
CNL.TO,313257888.0,N/A,-11.769232,N/A,14.85437,N/A,7.26,0.00948,N/A,-67.37162051,N/A,-0.46,N/A,-99.929,-76.39370452,-110.2782656,N/A,N/A,-7.292890544,-12.642,False,Basic Materials
MND.TO,318415680.0,8.341464,3.1376147,1.5158321,1.4876033,N/A,1.772,0.12671,-0.795878096,-5.4258391,2736.9,0.41,N/A,14.468001,9.595759137,13.18358845,13.581,51.312,11.15905693,2.828,True,Basic Materials
NUAG.TO,317226912.0,N/A,-61.666668,N/A,2.3212047,N/A,18.613,N/A,N/A,N/A,N/A,-0.05,N/A,-4.776,-4.956774665,-4.809486821,N/A,N/A,-4.009289149,-48.191,False,Basic Materials
GLO.TO,313087520.0,N/A,-138.0,335.60782,1.6409036,N/A,0.187,0.04651,-0.626164482,-35.12001548,N/A,N/A,N/A,-1.058,-0.951202411,-0.996371416,-182.978,100.0,-14.96370051,-42.285,False,Basic Materials
ECOR.TO,314036224.0,12.5,N/A,4.5762534,0.6638343,6.44,3.04,0.21856,9.123088989,N/A,N/A,0.1,N/A,4.183,N/A,0.0,28.866,81.535006,N/A,7.12,False,Basic Materials
ADN.TO,310050624.0,9.505377,18.226805,2.5750003,0.93495506,6.56,0.383,0.33221,0.665084652,6.841168441,33.4,1.86,-0.76,10.0559995,5.660690027,7.417152412,26.525998,31.615,7.673762976,15.632,False,Basic Materials
DSV.TO,299468256.0,N/A,-37.5,N/A,2.396166,N/A,7.177,0.00291,N/A,13.05582561,N/A,-0.04,N/A,-12.077,-11.09178336,-11.98989338,N/A,N/A,-11.92914568,-14.214,False,Basic Materials
ARG.TO,280474080.0,16.9,6.0357146,1.6566788,2.5,7.1,0.972,0.12874,7.8298589,-9.639799639,N/A,0.1,0.28,10.746,5.73082284,10.35352565,7.164,16.527,6.670352894,6.23,False,Basic Materials
GOLD.TO,256665984.0,N/A,-13.6,N/A,1.962482,N/A,5.265,0.00318,N/A,-20.73682014,N/A,-0.13,N/A,-18.646,-16.43736198,-18.29047405,N/A,N/A,-9.741410694,-11.449,True,Basic Materials
AIM.TO,262673536.0,N/A,-14.052632,0.66298217,0.47466668,N/A,2.703,0.31054,84.91624204,-90.48858696,N/A,-1.33,-2.57,-16.587,-10.89827235,-18.27171297,-26.198998,12.898,-6.660332837,-7.54,False,Basic Materials
ECO.TO,252201376.0,N/A,23.833332,17.376684,6.364985,N/A,20.058,0.01035,-1.888261191,-5.737126344,N/A,-0.05,N/A,-5.2470002,-5.033287331,-5.243082694,-14.852999,24.867001,-0.892320643,-55.717,False,Basic Materials
NDM.TO,247353056.0,N/A,-15.333334,N/A,2.0909092,N/A,0.609,0.02648,N/A,28.3767373,N/A,-0.03,N/A,-13.608,-13.8747558,-15.51927002,N/A,N/A,-6.369491629,-13.085,False,Basic Materials
PRYM.TO,239257952.0,N/A,-54.666668,N/A,6.5079365,N/A,26.199,0.0029,N/A,8.783209093,N/A,-0.17,N/A,-52.933,-67.99095677,-56.8527369,N/A,N/A,-10.65955685,-8.246,False,Basic Materials
AII.TO,212057744.0,N/A,27.333334,8.2699375,4.226804,N/A,0.772,2.64142,-15.23574696,5.4258391,N/A,-0.04,N/A,-24.540001,-4.360511719,-5.524231787,-41.342,13.465999,-10.8405876,-74.75,True,Basic Materials
LUC.TO,207224544.0,N/A,2.4999998,1.1620415,0.8587786,N/A,1.371,0.8766,9.084978775,13.05582561,225.3,-0.07,-0.61,-9.132,-3.841567255,-6.018093736,-12.744,44.112998,0.500197554,7.395,False,Basic Materials
FAR.TO,207046752.0,5.121951,3.8181815,0.61507195,2.433372,N/A,1.401,1.11752,15.61685723,57.5345288,-11.8,0.41,N/A,33.870998,10.8015065,16.03205337,8.874,24.214001,5.957457431,3.962,False,Basic Materials
ASM.TO,201306432.0,149.0,12.416667,3.8693428,1.7908653,N/A,2.11,0.03201,28.6499849,N/A,-2.5,0.01,N/A,1.508,1.258208057,1.445802742,3.073,23.786,-0.111742463,26.802,False,Basic Materials
AMC.TO,196540880.0,N/A,-11.714286,N/A,9.6470585,N/A,16.05,N/A,N/A,-15.01633169,N/A,-0.24,N/A,-85.496,-70.67706458,-109.4783906,N/A,N/A,-11.1712614,-6.123,False,Basic Materials
VOXR.TO,193424768.0,385.0,96.25,15.810448,4.340473,1.72,3.604,N/A,214.2546315,72.02050878,N/A,0.01,N/A,0.125,0.106418183,0.120893518,0.438,98.629,-0.93605548,32.715,False,Basic Materials
