Ticker,Market Cap,PE Ratio,Forward P/E,P/S Ratio,P/B Ratio,Dividend Yield (%),Current Ratio,Debt/Equity,Revenue Growth 4Y (%),EPS Growth 4Y (%),Forward EPS Growth (%),EPS,PEG Ratio,ROE (%),ROA (%),ROIC (%),Profit Margin (%),Gross Margin (%),Free Cash Flow Yield (%),EV/EBITDA,Recent 52-Week High,Sector
GGM.V,3970775.0,N/A,N/A,N/A,N/A,N/A,0.028,N/A,N/A,19.8323889,N/A,-0.01,N/A,N/A,-200.0160981,20.07747959,N/A,N/A,N/A,-3.773,False,Basic Materials
GZD.V,3988175.0,N/A,N/A,N/A,0.390625,N/A,0.672,N/A,N/A,-43.65656471,N/A,-0.01,N/A,-6.601,-8.121301587,-8.551008233,N/A,N/A,-34.0724305,-5.449,False,Basic Materials
ADZ.V,3574545.0,N/A,N/A,N/A,0.48543695,N/A,0.645,0.04673,N/A,-56.50845801,N/A,-0.06,N/A,-18.794,-16.83513361,-17.96899832,N/A,N/A,-22.04554787,-5.528,False,Basic Materials
XIM.V,3934633.0,N/A,N/A,N/A,N/A,N/A,0.111,N/A,N/A,28.13917761,N/A,-0.15,N/A,-719.32898,-154.4478211,-402.6856224,N/A,N/A,-76.63499388,-0.813,False,Basic Materials
RG.V,4134225.0,N/A,N/A,N/A,N/A,N/A,0.143,N/A,N/A,0.0,N/A,N/A,N/A,-425.878,-88.07550259,-384.0271759,N/A,N/A,-23.02366124,-5.058,False,Basic Materials
MUR.V,3911594.0,N/A,N/A,N/A,5.0,N/A,5.794,0.02874,N/A,24.01643143,N/A,-0.01,N/A,-317.299,-265.9740109,-200.8438738,N/A,N/A,N/A,-1.385,False,Basic Materials
ULT.V,3821900.0,N/A,N/A,N/A,0.3773585,N/A,0.148,0.14676,N/A,-42.19551118,N/A,-0.02,N/A,-24.046,-18.94099338,-20.88920056,N/A,N/A,-61.68483796,N/A,False,Basic Materials
ASTR.V,3806842.0,N/A,N/A,N/A,37.5,N/A,4.013,N/A,N/A,-42.18098142,N/A,-0.03,N/A,-258.799,-226.0954448,-885.5665806,N/A,N/A,N/A,N/A,False,Basic Materials
CYL.V,3480179.0,N/A,N/A,N/A,N/A,N/A,0.079,N/A,N/A,N/A,N/A,-0.02,N/A,-403.284,N/A,N/A,N/A,N/A,N/A,-4.816,False,Basic Materials
NRN.V,3330563.0,N/A,N/A,N/A,1.4814814,N/A,0.986,N/A,N/A,2.929676053,N/A,-0.05,N/A,-98.741996,-82.46285366,-81.04707107,N/A,N/A,-20.93537648,-3.897,False,Basic Materials
LOT.V,3735660.0,N/A,N/A,N/A,N/A,N/A,0.088,N/A,N/A,-73.20508076,N/A,-0.01,N/A,-78.467005,-83.61221376,603.4808564,N/A,N/A,N/A,-1.79,False,Basic Materials
COCO.V,3732584.0,N/A,N/A,N/A,1.4285715,N/A,18.043,N/A,N/A,9.639799639,N/A,-0.01,N/A,-25.086,-24.22664051,-27.08775671,N/A,N/A,-39.89404585,-4.267,False,Basic Materials
ILC.V,3731054.0,N/A,N/A,N/A,0.3333333,N/A,43.324,N/A,N/A,0.0,N/A,-0.01,N/A,-28.101,-17.93989886,-17.98483707,N/A,N/A,N/A,-1.186,False,Basic Materials
NBR.V,3482952.0,N/A,N/A,N/A,0.32738096,N/A,12.825,N/A,N/A,-10.66819197,N/A,-0.05,N/A,-3.218,-3.179427283,-3.333871262,N/A,N/A,-58.25582214,-2.214,False,Basic Materials
LL.V,3702790.0,N/A,N/A,2.257624,N/A,N/A,0.709,N/A,73.21162226,N/A,N/A,N/A,N/A,N/A,-15.99280881,-81.20645274,-55.599,25.338,N/A,-5.136,False,Basic Materials
NUG.V,3618870.0,N/A,N/A,N/A,0.06944445,N/A,0.465,N/A,N/A,29.91996245,N/A,N/A,N/A,-2.4330001,-2.419100519,-2.429913205,N/A,N/A,-75.15211634,-2.974,False,Basic Materials
BTU.V,3578024.0,N/A,N/A,N/A,0.44642857,N/A,29.123,N/A,N/A,52.30447995,N/A,N/A,N/A,-1.8339999,-1.818609907,-1.863177216,N/A,N/A,-25.08959348,1.111,False,Basic Materials
KIP.V,3557068.0,N/A,N/A,N/A,2.1544714,N/A,224.378,N/A,N/A,33.1259695,N/A,-0.06,N/A,-34.120998,-33.79555035,-21.60656372,N/A,N/A,-11.95116336,-9.874,False,Basic Materials
ZFR.V,3558915.0,N/A,N/A,N/A,0.6818182,N/A,3.604,0.00493,N/A,-30.49669102,N/A,-0.03,N/A,-30.661,-29.73472486,-34.52752107,N/A,N/A,-10.82196455,6.618,False,Basic Materials
POR.V,3503880.0,N/A,N/A,N/A,N/A,N/A,0.168,N/A,N/A,15.91035847,N/A,-0.02,N/A,N/A,-900.7006092,586.2174455,N/A,N/A,N/A,N/A,False,Basic Materials
MEK.V,3483340.0,N/A,N/A,N/A,0.38461536,N/A,2.482,0.0003,N/A,N/A,N/A,-0.01,N/A,-4.788,-4.706850529,-4.754031763,N/A,N/A,-24.99582874,-7.341,False,Basic Materials
DEC.V,3936736.0,N/A,N/A,N/A,0.22727272,N/A,1.486,N/A,N/A,39.57249205,N/A,-0.02,N/A,-13.799,-12.64765254,-12.75118872,N/A,N/A,-122.5294237,-3.061,False,Basic Materials
GR.V,3427170.0,N/A,N/A,N/A,N/A,N/A,0.049,N/A,N/A,28.3767373,N/A,-0.04,N/A,N/A,-221.2802311,205.8471496,N/A,N/A,N/A,-1.651,True,Basic Materials
YORK.V,3426450.0,N/A,N/A,N/A,0.20491803,N/A,0.567,N/A,N/A,-57.57498974,N/A,-0.02,N/A,-9.684,-9.200561817,-9.937751935,N/A,N/A,-52.51556061,N/A,False,Basic Materials
ADD.V,3346005.0,N/A,N/A,N/A,0.4285714,N/A,0.318,0.04521,N/A,24.01643143,N/A,N/A,N/A,-9.591,-8.758237383,-9.663856756,N/A,N/A,-10.1768445,-4.915,False,Basic Materials
LORD.V,3052323.0,4.5000005,N/A,N/A,N/A,N/A,0.067,N/A,N/A,N/A,N/A,0.02,N/A,N/A,-120.0881864,49.32790758,N/A,N/A,-13.44626972,N/A,False,Basic Materials
SSE.V,3225480.0,N/A,N/A,N/A,N/A,N/A,0.256,N/A,N/A,19.39651156,N/A,N/A,N/A,-1025.144,-238.2023936,-1682.067575,N/A,N/A,N/A,-2.908,False,Basic Materials
GLD.V,3260264.0,N/A,N/A,N/A,N/A,N/A,0.168,N/A,N/A,-35.79060687,N/A,-0.19,N/A,-215.768,-202.6272952,-1657.986515,N/A,N/A,-11.77089456,-9.825,False,Basic Materials
MTB.V,3136450.0,N/A,N/A,N/A,0.13513513,N/A,0.927,N/A,N/A,-31.6074013,N/A,-0.03,N/A,-12.773,-11.12925712,-12.87290911,N/A,N/A,-151.9254772,N/A,False,Basic Materials
TMET.V,3233817.0,N/A,N/A,N/A,0.37500003,N/A,9.316,N/A,N/A,66.42469661,N/A,N/A,N/A,-0.299,-0.290715313,-0.295653984,N/A,N/A,-16.19556922,N/A,False,Basic Materials
KGC.V,2102280.0,N/A,N/A,N/A,1.8181818,N/A,4.014,N/A,N/A,15.91035847,N/A,N/A,N/A,-18.445998,-17.71135655,-18.5387517,N/A,N/A,-11.96206993,N/A,False,Basic Materials
VG.V,3188584.0,N/A,N/A,N/A,1.9444445,N/A,6.774,N/A,N/A,17.89032563,N/A,-0.07,N/A,-108.02101,-101.4407065,-103.9352978,N/A,N/A,-177.4749717,-0.565,False,Basic Materials
CMB.V,3942624.0,N/A,N/A,N/A,6.25,N/A,2.498,0.08839,N/A,-10.66819197,N/A,-0.01,N/A,-136.112,-38.36317839,-263.0006785,N/A,N/A,-58.74253268,-1.468,False,Basic Materials
THM.V,3110252.0,N/A,N/A,N/A,N/A,N/A,0.234,N/A,N/A,N/A,N/A,-0.01,N/A,N/A,-79.28738779,142.6118005,N/A,N/A,-18.62850576,-5.275,False,Basic Materials
OPW.V,3062553.0,N/A,N/A,N/A,0.38575664,N/A,1.13,N/A,N/A,7.724904861,N/A,-0.32,N/A,-37.611,-32.67379754,-45.91668051,N/A,N/A,-7.009158964,-4.453,False,Basic Materials
USCU.V,3045525.0,N/A,N/A,N/A,8.333333,N/A,8.507,N/A,N/A,0.0,N/A,N/A,N/A,-146.663,-85.11692881,-98.13576418,N/A,N/A,N/A,-2.336,False,Basic Materials
SMP.V,3016026.0,N/A,N/A,N/A,0.27272728,N/A,0.043,N/A,N/A,N/A,N/A,-0.05,N/A,-22.112,-26.47015807,-28.51278505,N/A,N/A,-42.47441706,-3.274,False,Basic Materials
NVX.V,2529246.0,N/A,N/A,N/A,0.84821427,N/A,0.202,0.19846,N/A,-10.66819197,N/A,-0.33,N/A,-43.947,-40.16850128,-45.95527781,N/A,N/A,-26.47325214,5.588,False,Basic Materials
AME.V,2892120.0,N/A,N/A,N/A,N/A,N/A,0.001,N/A,N/A,33.1259695,N/A,-0.03,N/A,N/A,-46.46794767,-49.09814848,N/A,N/A,-1.257074377,N/A,False,Basic Materials
ION.V,2946654.0,N/A,-1.1250001,N/A,1.451613,N/A,0.184,N/A,N/A,13.05582561,N/A,-0.03,N/A,-71.179,-47.23753979,-67.41076697,N/A,N/A,-37.49145635,-1.911,False,Basic Materials
MKR.V,2741392.0,N/A,N/A,N/A,0.17391303,N/A,8.514,N/A,N/A,24.01643143,N/A,-0.02,N/A,-1.916,-1.892745517,-1.91694783,N/A,N/A,-45.94924343,N/A,False,Basic Materials
STNG.V,2730623.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.04,N/A,N/A,-23.24869037,-24.27246651,N/A,N/A,N/A,N/A,False,Basic Materials
BTT.V,2612100.0,N/A,N/A,N/A,0.45454547,N/A,0.053,0.03335,N/A,N/A,N/A,N/A,N/A,-4.857,-7.002654237,-7.271040017,N/A,N/A,N/A,N/A,False,Basic Materials
BLUE.V,2581969.0,N/A,N/A,N/A,N/A,N/A,0.585,N/A,N/A,45.98796588,N/A,-0.02,N/A,N/A,-493.6760149,7710.604741,N/A,N/A,N/A,N/A,False,Basic Materials
GRD.V,2348376.0,N/A,N/A,200.80171,1.0344827,N/A,1.588,N/A,N/A,N/A,N/A,-0.03,N/A,-84.696,-72.49190553,-83.49294478,N/A,100.0,N/A,-0.934,False,Basic Materials
AUEN.V,2557698.0,N/A,N/A,N/A,0.730337,N/A,13.348,N/A,N/A,-83.74951982,N/A,-0.57,N/A,-122.45201,-120.4531344,-174.9974141,N/A,N/A,-40.28754819,-5.037,False,Basic Materials
RYO.V,2544984.0,N/A,N/A,N/A,N/A,N/A,0.071,N/A,N/A,0.0,N/A,-0.01,N/A,N/A,-306.1370303,62.64269972,N/A,N/A,N/A,N/A,False,Basic Materials
ERA.V,3407539.0,N/A,N/A,18.517624,N/A,N/A,0.104,N/A,N/A,0.0,N/A,-0.01,N/A,N/A,-68.97691228,-260.5086421,N/A,17.097001,-9.228592791,-3.36,False,Basic Materials
VGD.V,2460864.0,N/A,N/A,N/A,7.777778,N/A,0.116,0.25583,N/A,-31.6074013,N/A,-0.03,N/A,-115.877,-85.05448689,-170.469403,N/A,N/A,-8.146237755,-6.642,False,Basic Materials
DOS.V,2425640.0,N/A,N/A,N/A,0.3448276,N/A,1.457,N/A,N/A,-51.66471347,N/A,N/A,N/A,-2.776,-2.685940275,-2.772376389,N/A,N/A,-23.48079668,-7.607,False,Basic Materials
CMIL.V,2369849.0,N/A,N/A,N/A,0.4347826,N/A,0.066,0.03843,N/A,40.53964425,N/A,-0.01,N/A,-26.273,-21.67819212,-26.67180483,N/A,N/A,-16.1787871,-3.001,False,Basic Materials
REYG.V,2348717.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-0.08,N/A,N/A,-81.51133601,-105.7368583,N/A,N/A,N/A,N/A,False,Basic Materials
AVU.V,2263618.0,N/A,N/A,N/A,2.3333335,N/A,1.22,N/A,N/A,31.57225793,N/A,N/A,N/A,-5.192,-6.036902416,-7.161849528,N/A,N/A,-7.846145634,44.014,True,Basic Materials
MTX.V,2344480.0,N/A,N/A,N/A,0.5555556,N/A,0.191,N/A,N/A,N/A,N/A,-0.01,N/A,-48.986,-34.23925534,-52.96019642,N/A,N/A,N/A,-0.631,False,Basic Materials
TEA.V,2207437.0,N/A,N/A,N/A,1.4705882,N/A,0.035,0.06229,N/A,-217.0233139,N/A,-0.05,N/A,-156.05999,-123.4063154,-159.7167575,N/A,N/A,-38.37771401,N/A,False,Basic Materials
PER.V,2123440.0,N/A,N/A,0.85709465,1.6666666,N/A,0.816,N/A,9.888344158,37.76670227,N/A,N/A,N/A,N/A,N/A,-40.97478842,-19.315,43.874002,8.372127992,15.905,False,Basic Materials
VRB.V,2079545.0,N/A,N/A,N/A,0.29069766,N/A,0.103,0.09313,N/A,-6.687718634,N/A,-0.02,N/A,-20.301001,-16.92717699,-17.66412014,N/A,N/A,-65.84907169,-2.211,False,Basic Materials
EMR.V,2087065.0,N/A,N/A,N/A,2.4999998,N/A,0.108,0.03354,N/A,6.93951409,N/A,-0.05,N/A,-109.39499,-33.20112552,-67.96215883,N/A,N/A,-33.62860484,-1.463,False,Basic Materials
SRA.V,2073680.0,N/A,N/A,N/A,1.1764705,N/A,21.723,N/A,N/A,N/A,N/A,-0.06,N/A,-67.489,-65.32678802,-64.17524862,N/A,N/A,-103.5062008,N/A,False,Basic Materials
MTT.V,2077947.0,N/A,N/A,N/A,N/A,N/A,0.304,N/A,N/A,-39.53440416,498.5,-0.01,N/A,N/A,-229.729652,97.16882691,N/A,N/A,N/A,N/A,False,Basic Materials
NEV.V,2205140.0,N/A,N/A,N/A,1.4285713,N/A,1.375,N/A,N/A,-31.6074013,N/A,-0.02,N/A,-73.791003,-62.8710563,-80.03352826,N/A,N/A,-77.62905773,N/A,False,Basic Materials
BEA.V,2043660.0,N/A,N/A,N/A,0.6896552,N/A,0.923,N/A,N/A,15.91035847,N/A,-0.01,N/A,-22.684,-19.63338736,-21.87930615,N/A,N/A,-42.57468612,-3.262,False,Basic Materials
GCN.V,2017737.0,N/A,N/A,N/A,3.3333335,N/A,0.24,0.59349,N/A,15.91035847,N/A,-0.01,N/A,-38.774,-25.37827837,-28.0394043,N/A,N/A,-17.34746837,N/A,False,Basic Materials
HVG.V,1938056.0,N/A,N/A,N/A,0.7272727,N/A,1.101,N/A,N/A,29.28932188,N/A,-0.01,N/A,-17.849001,-16.83611216,-18.51953021,N/A,N/A,-18.9172994,-6.008,False,Basic Materials
KTR.V,1928355.0,N/A,N/A,0.83988136,0.26785713,N/A,5.607,0.07939,27.66359378,29.28932188,N/A,-0.01,N/A,-12.04,-10.29109545,-11.14943093,-40.345,68.221,-28.75534378,-2.481,False,Basic Materials
SKYG.V,1869427.0,N/A,N/A,N/A,3.5,N/A,0.122,0.04694,N/A,11.76741281,N/A,-0.19,N/A,-199.264,-181.365067,-1220.777414,N/A,N/A,-46.11992272,0.449,False,Basic Materials
CBLT.V,1929427.0,N/A,N/A,N/A,N/A,N/A,0.597,N/A,N/A,0.0,N/A,-0.01,N/A,-564.109,-87.59862585,572.9185584,N/A,N/A,N/A,N/A,False,Basic Materials
MASS.V,1906533.0,N/A,N/A,N/A,2.2500002,N/A,1.029,N/A,N/A,39.57249205,N/A,-0.02,N/A,-103.74501,-59.7817665,12241.21468,N/A,N/A,-37.61193166,-4.651,False,Basic Materials
DGO.V,1884137.0,N/A,N/A,N/A,2.2222223,N/A,0.306,N/A,N/A,24.62978722,N/A,N/A,N/A,-23.441,-17.25704224,-27.94734425,N/A,N/A,N/A,-0.944,False,Basic Materials
ROCK.V,1875105.0,N/A,N/A,N/A,0.29411766,N/A,14.294,N/A,N/A,29.28932188,N/A,-0.01,N/A,-6.734,-6.609394821,-6.47262282,N/A,N/A,N/A,N/A,False,Basic Materials
AVG.V,1854105.0,N/A,N/A,N/A,10.714286,N/A,0.043,1.194,N/A,24.01643143,N/A,-0.04,N/A,-135.8,-78.40580765,-188.5520964,N/A,N/A,N/A,-4.481,False,Basic Materials
AMZ.V,1845725.0,N/A,N/A,N/A,1.1904762,N/A,57.746,N/A,N/A,-98.41884832,N/A,-0.3,N/A,-176.32099,-175.2243313,-320.0379694,N/A,N/A,N/A,0.033,False,Basic Materials
ORS.V,1849806.0,N/A,N/A,N/A,0.5660377,N/A,0.045,N/A,N/A,44.10635215,N/A,N/A,N/A,-4.676,-4.472167063,-4.731937612,N/A,N/A,-2.749401692,N/A,False,Basic Materials
SILV.V,1667418.0,N/A,N/A,N/A,0.44776118,N/A,0.077,0.01608,N/A,-18.9207115,N/A,-0.02,N/A,-14.41,-12.15849864,-13.74326006,N/A,N/A,-42.35717345,-3.509,False,Basic Materials
DG.V,1844232.0,N/A,N/A,N/A,1.1538461,N/A,55.753,N/A,N/A,43.96372877,N/A,-0.01,N/A,-5.171,-5.15420841,-5.109157032,N/A,N/A,1.16093055,N/A,False,Basic Materials
AGT.V,1765042.0,N/A,N/A,N/A,0.7653062,N/A,1.511,N/A,N/A,N/A,N/A,-0.02,N/A,N/A,N/A,-30.11504333,N/A,N/A,N/A,N/A,False,Basic Materials
IZ.V,1696280.0,N/A,N/A,3.276886,N/A,N/A,0.156,N/A,-0.726903942,-41.42135624,N/A,-0.03,N/A,N/A,-153.3003365,345.1441444,-292.435,44.744998,-6.078391723,-3.317,False,Basic Materials
MERG.V,1602165.0,N/A,N/A,N/A,1.8749999,N/A,18.447,0.00366,N/A,N/A,N/A,-0.02,N/A,-147.338,N/A,-87.70521296,N/A,N/A,N/A,N/A,False,Basic Materials
LONE.V,1616912.0,N/A,N/A,N/A,0.17699115,N/A,0.133,0.04863,N/A,-62.65765617,N/A,-0.08,N/A,-63.893,-53.30874003,-50.6348604,N/A,N/A,-97.93039063,-1.48,False,Basic Materials
GSS.V,1670042.0,N/A,N/A,N/A,2.5,N/A,4.439,N/A,N/A,N/A,N/A,N/A,N/A,23.604,18.20460317,26.42916014,N/A,N/A,N/A,N/A,False,Basic Materials
LVX.V,1595584.0,N/A,N/A,N/A,0.4519774,N/A,10.395,N/A,N/A,N/A,N/A,-0.06,N/A,-31.393,-29.91391897,-32.82921996,N/A,N/A,N/A,1.179,False,Basic Materials
AWE.V,1613095.0,N/A,N/A,N/A,0.4385965,N/A,0.067,N/A,N/A,0.0,N/A,-0.02,N/A,-14.067,-15.5967897,-17.7992465,N/A,N/A,N/A,-2.667,False,Basic Materials
MEX.V,1592572.0,N/A,N/A,N/A,5.769231,N/A,18.693,N/A,N/A,37.76670227,N/A,-0.02,N/A,-89.811,-79.16973872,-106.0219664,N/A,N/A,N/A,N/A,False,Basic Materials
GBML.V,1570785.0,N/A,N/A,N/A,0.5128205,N/A,0.219,N/A,N/A,-10.66819197,N/A,-0.03,N/A,-41.599998,-32.40095765,-54.48031029,N/A,N/A,-45.46271309,-1.6,False,Basic Materials
ETF.V,1389040.0,N/A,N/A,N/A,0.8064516,N/A,1.496,0.07972,N/A,N/A,N/A,-0.01,N/A,-14.819,-12.8792959,-14.62690053,N/A,N/A,-14.28761049,-6.36,False,Basic Materials
IMR.V,1486109.0,N/A,N/A,N/A,0.28131634,N/A,0.259,N/A,N/A,24.01643143,N/A,-1.6,N/A,-52.371,-49.38790888,-49.56801188,N/A,N/A,-223.6351282,-0.749,False,Basic Materials
SPX.V,725448.0,N/A,0.000407332,N/A,N/A,N/A,0.376,N/A,N/A,N/A,N/A,-0.05,2.57,N/A,-171.2754899,209.5508697,N/A,N/A,N/A,N/A,False,Basic Materials
ICM.V,1475089.0,0.07142857,N/A,N/A,1.4285713,N/A,0.828,N/A,N/A,89.88289221,N/A,0.14,N/A,936.0479,455.283863,917.5431547,N/A,N/A,N/A,-1.483,False,Basic Materials
GEL.V,1452505.0,N/A,N/A,N/A,1.0240965,N/A,7.1,0.14791,N/A,N/A,N/A,-0.07,N/A,-58.043,-54.7077029,-58.10302108,N/A,N/A,N/A,N/A,False,Basic Materials
BMK.V,1523088.0,N/A,N/A,N/A,N/A,N/A,0.102,N/A,N/A,43.76586748,N/A,N/A,N/A,N/A,-111.056793,56.06276454,N/A,N/A,N/A,-2.972,False,Basic Materials
NNX.V,1506525.0,N/A,N/A,N/A,N/A,N/A,0.021,N/A,N/A,-34.99643853,N/A,-0.01,N/A,N/A,-1324.658021,616.0598756,N/A,N/A,N/A,N/A,True,Basic Materials
OWN.V,1548351.0,N/A,N/A,N/A,4.1176467,N/A,0.456,N/A,N/A,N/A,N/A,-0.07,N/A,-173.77901,-137.623369,-618.0158781,N/A,N/A,N/A,N/A,False,Basic Materials
EDDY.V,1422795.0,N/A,N/A,N/A,0.16629712,N/A,6.779,N/A,N/A,0.0,N/A,-0.03,N/A,-16.179001,-10.93911412,-11.25666916,N/A,N/A,-150.6624271,-0.564,False,Basic Materials
ROVR.V,1302196.0,N/A,N/A,N/A,0.28571427,N/A,0.159,0.00622,N/A,9.639799639,N/A,-0.03,N/A,-30.551,-28.61427425,-31.71836014,N/A,N/A,N/A,-2.68,False,Basic Materials
MQM.V,1211166.0,N/A,N/A,N/A,1.8000001,N/A,4.289,N/A,N/A,41.8569263,N/A,N/A,N/A,11.8990004,4.610647238,5.69558935,N/A,N/A,N/A,N/A,False,Basic Materials
GEM.V,1343830.0,N/A,N/A,N/A,0.8823529,N/A,0.357,N/A,N/A,34.70057943,N/A,-0.02,N/A,-80.565,-67.38574236,-78.33129757,N/A,N/A,-94.76095662,-0.944,False,Basic Materials
FUSE.V,1315639.0,N/A,N/A,N/A,0.24305557,N/A,7.195,N/A,N/A,20.90870831,N/A,-0.04,N/A,-25.503,-25.282611,-25.91127574,N/A,N/A,N/A,N/A,False,Basic Materials
PGP.V,1195610.0,1.0,N/A,N/A,N/A,N/A,0.057,N/A,N/A,37.35589913,N/A,0.01,N/A,N/A,-408.1880761,147.7609356,N/A,N/A,N/A,-6.934,False,Basic Materials
PLY.V,1285470.0,N/A,N/A,N/A,N/A,N/A,0.364,N/A,N/A,-31.6074013,N/A,-0.03,N/A,-227.74801,-192.5614718,-215.6273538,N/A,N/A,N/A,N/A,False,Basic Materials
GEMC.V,1013581.0,N/A,N/A,N/A,0.16853932,N/A,1.942,N/A,N/A,-23.5930917,N/A,-0.05,N/A,-40.895,-38.29416003,-46.50598853,N/A,N/A,-1656.623918,-12.726,False,Basic Materials
KGS.V,1008208.0,N/A,N/A,N/A,0.73394495,N/A,0.075,0.03654,N/A,43.76586748,N/A,-0.01,N/A,-8.420999,-5.47474853,-7.397721155,N/A,N/A,N/A,N/A,False,Basic Materials
MTH.V,1009947.0,N/A,N/A,N/A,N/A,N/A,0.04,N/A,N/A,0.0,N/A,-0.01,N/A,-23.522,-22.49979237,-25.21489272,N/A,N/A,-13.15619606,N/A,False,Basic Materials
DCOP.V,871768.0,N/A,N/A,N/A,0.5333333,N/A,18.466,N/A,N/A,0.0,N/A,-0.03,N/A,-31.889,-36.05212656,-50.93415126,N/A,N/A,-86.73780223,N/A,False,Basic Materials
SKRR.V,968770.0,N/A,N/A,N/A,0.17605634,N/A,6.503,N/A,N/A,N/A,N/A,-0.06,N/A,-16.933,-16.50432727,-17.037862,N/A,N/A,171.8873843,-0.099,False,Basic Materials
AIS.V,918967.0,N/A,N/A,N/A,1.6666667,N/A,0.03,1.07484,N/A,-14.18583454,N/A,-0.17,N/A,-152.34,-85.35970694,-170.2182922,N/A,N/A,-5.581238169,-12.249,False,Basic Materials
KNC.V,901360.0,N/A,N/A,N/A,0.1347709,N/A,1.715,N/A,N/A,25.99171955,N/A,-0.24,N/A,-28.617,-20.00967921,-21.55209985,N/A,N/A,N/A,N/A,False,Basic Materials
GGG.V,985065.0,N/A,N/A,0.8408557,25.0,N/A,0.683,8.98437,13.8463439,-14.18583454,N/A,-0.14,N/A,-211.564,-122.6745351,-314.5073289,-147.66201,-11.777,-51.47276893,-0.654,False,Basic Materials
HMAN.V,798735.0,N/A,N/A,N/A,N/A,N/A,0.181,N/A,N/A,-2.988357195,N/A,-0.44,N/A,-215.638,-184.6334346,8700.559824,N/A,N/A,N/A,0.557,False,Basic Materials
XND.V,754740.0,N/A,N/A,N/A,1.5517242,N/A,6.077,N/A,N/A,45.39758275,N/A,-0.03,N/A,-70.533997,-52.88222738,-132.8811722,N/A,N/A,N/A,N/A,False,Basic Materials
CTN.V,863390.0,0.28571427,N/A,N/A,N/A,N/A,0.186,N/A,N/A,62.64722274,N/A,0.07,N/A,N/A,312.3229006,-104.7516728,N/A,N/A,N/A,-5.501,False,Basic Materials
GNG.V,1017924.0,N/A,N/A,N/A,0.27972025,N/A,0.193,N/A,N/A,19.08932884,N/A,-0.03,N/A,N/A,-12.9252798,-13.57055506,N/A,N/A,-48.75757558,-2.538,False,Basic Materials
LSTR.V,665047.0,N/A,N/A,N/A,0.28301886,N/A,0.905,N/A,N/A,-126.8166504,N/A,-0.09,N/A,-94.969004,-106.0859742,-199.5070636,N/A,N/A,234.7025573,-0.149,False,Basic Materials
KLM.V,550124.0,N/A,N/A,N/A,0.4347826,N/A,0.068,N/A,N/A,-27.90389008,N/A,-0.04,N/A,-92.761004,-61.89761415,-68.53450028,N/A,N/A,-22.15771723,-2.583,False,Basic Materials
NXS.V,454733.0,N/A,N/A,N/A,N/A,N/A,0.05,N/A,N/A,43.76586748,N/A,-0.02,N/A,N/A,-62.06686393,-640.2081808,N/A,N/A,N/A,-1.146,False,Basic Materials
MMN.V,632775.0,N/A,N/A,N/A,N/A,N/A,0.008,N/A,N/A,13.76427236,N/A,-0.01,N/A,N/A,-1275.397206,31.51558231,N/A,N/A,N/A,-3.781,False,Basic Materials
SCLT.V,1465460.0,N/A,N/A,N/A,1.2499999,N/A,3.69,N/A,N/A,-25.07641057,N/A,-0.01,N/A,-78.180003,-72.65704655,-85.96891917,N/A,N/A,N/A,N/A,False,Basic Materials
LIN,225338000000.0,35.96875,27.597076,6.8650513,5.902121,1.17999995,0.951,0.54406,4.793255083,27.87260947,7.8,13.12,3.17,16.193001,8.051191383,10.85414007,19.492,47.563,1.990949929,19.649,True,Basic Materials
STLD,18490130432.0,9.563448,11.994995,1.0189018,2.0423017,1.54,2.349,0.33206,18.28450041,54.10503401,-43.5,12.53,-0.74,22.783001,13.59894321,16.71099997,11.095,18.948,4.192257274,6.723,False,Basic Materials
RGLD,9441050624.0,39.345203,24.095638,14.633453,3.6371694,1.11,3.516,0.00257,4.973987349,4.606085378,14.2,3.65,7.39,10.985,7.169464265,7.801512827,42.476,84.738,4.291594491,17.958,True,Basic Materials
UFPI,7968139776.0,16.943007,15.893075,1.1559898,2.5730305,1.01,4.341,0.12996,8.786231884,19.69356199,-13.1,7.72,1.05,16.239999,12.13170865,14.14637478,7.0250005,19.576,9.212056994,10.116,False,Basic Materials
BCPC,5668887552.0,48.807262,35.805325,6.0799727,5.094912,0.45,2.825,0.25704,7.003052452,6.518358513,5.4,3.58,1.7,11.021,7.311884646,8.329661374,12.525,33.896,2.69071431,27.438,False,Basic Materials
WDFC,3467171072.0,50.178432,45.05458,6.029674,15.600464,1.37,2.364,0.52131,7.089682963,2.353263144,5.7,5.1,4.99,32.441002,15.75096976,20.56548798,12.0749995,52.695,2.884382329,33.714,False,Basic Materials
IOSP,2791940352.0,18.75042,16.461765,1.4740974,2.3410573,1.36,2.635,0.04022,13.05053093,47.91102318,6.9,5.97,2.55,13.062,9.036271934,12.39410948,7.8990005,30.649,5.693118649,11.082,False,Basic Materials
USLM,2708452096.0,31.46844,N/A,9.378232,6.12084,0.21,21.292,0.01099,15.02635022,27.16230527,31.9,3.01,N/A,21.601999,19.45321462,20.93132489,29.857,48.788,2.832699218,20.262,True,Basic Materials
