Ticker,PE Ratio_highlight,Forward P/E_highlight,P/S Ratio_highlight,P/B Ratio_highlight,Dividend Yield (%)_highlight,Current Ratio_highlight,Debt/Equity_highlight,Revenue Growth 4Y (%)_highlight,EPS Growth 4Y (%)_highlight,Forward EPS Growth (%)_highlight,EPS_highlight,PEG Ratio_highlight,ROE (%)_highlight,ROA (%)_highlight,ROIC (%)_highlight,Profit Margin (%)_highlight,Gross Margin (%)_highlight,FCF Yield (%)_highlight,FCF/EV_highlight,EV/EBITDA_highlight
HHH,within,above,within,within,within,within,above,within,below,within,below,below,below,below,below,below,within,below,below,within
SR,within,within,below,within,within,below,within,within,above,within,above,within,within,within,within,within,within,above,above,within
GOLF,within,within,above,above,below,above,within,within,above,above,above,above,above,above,above,above,above,above,above,within
IIPR,within,within,above,above,within,above,below,above,above,above,above,within,above,above,above,above,above,within,within,within
UAA,within,above,below,within,within,within,within,below,within,within,below,within,below,below,below,below,within,above,above,within
JWN,within,within,below,above,within,within,above,within,within,below,above,within,above,within,above,within,within,within,below,below
NOG,below,within,within,within,within,below,above,above,within,below,above,below,above,above,above,above,above,below,below,below
MCY,within,within,below,above,below,within,within,within,below,within,above,below,above,above,above,below,within,within,within,below
KAI,above,above,above,above,below,within,below,within,above,above,above,above,above,above,above,above,above,above,above,above
ALE,within,within,within,within,within,above,below,above,within,below,above,within,below,within,above,within,within,above,above,within
AX,below,within,within,above,within,within,within,above,above,above,above,below,above,above,above,above,within,within,within,within
HIW,within,above,within,within,within,within,within,below,below,below,above,within,above,above,above,above,within,within,within,within
VAL,below,within,within,within,within,within,within,below,within,within,above,within,above,above,above,above,below,below,below,above
AUB,within,within,above,within,within,within,within,below,within,above,above,within,within,below,within,above,within,within,within,within
SPR,within,above,below,within,within,below,within,above,within,within,below,within,within,below,below,below,below,below,below,within
SKT,above,above,above,above,below,within,above,below,within,below,above,within,above,above,above,above,within,within,within,within
TFPM,within,above,above,within,below,above,below,above,below,within,below,within,above,above,above,below,above,within,within,above
JBT,within,within,within,within,below,above,below,below,above,below,above,within,within,above,within,above,within,below,below,within
CNO,below,within,below,within,below,within,within,below,below,above,above,within,above,within,within,below,within,within,within,below
LPL,within,within,below,below,within,below,above,below,below,within,below,below,below,below,below,below,below,below,below,below
CDP,within,within,within,above,within,above,within,below,within,above,below,within,below,below,below,below,within,above,above,within
IONQ,within,within,above,above,within,above,below,within,below,within,below,within,below,below,below,within,within,below,below,within
RIG,within,above,within,below,within,within,above,below,below,within,below,within,below,below,below,below,below,below,below,above
PBH,below,within,below,within,within,within,above,below,above,below,above,within,above,above,above,above,within,above,above,within
TEX,below,below,below,within,within,within,below,above,within,below,above,within,above,above,above,above,within,above,above,below
UA,within,above,below,within,within,within,within,below,within,within,below,within,below,below,below,below,within,above,above,within
KFY,within,within,within,within,within,within,below,within,within,above,above,below,within,above,above,within,within,above,above,within
DXC,above,below,below,below,within,below,above,below,within,below,above,within,above,above,above,above,below,above,above,below
APLE,below,within,below,within,within,below,below,above,within,above,above,within,above,above,above,above,within,above,above,below
EGO,within,within,within,below,within,above,within,below,below,above,above,below,above,above,above,above,above,above,above,within
AROC,above,above,above,above,below,within,above,below,within,above,within,within,above,within,within,within,within,below,below,above
GVA,above,within,below,within,below,within,within,below,within,within,above,above,within,within,within,below,below,above,above,within
GBTG,within,within,below,within,within,within,above,above,within,within,above,within,within,above,below,within,within,above,above,within
SBSW,within,within,below,below,above,within,above,below,above,within,below,within,below,within,above,below,below,within,within,below
EPR,within,within,within,within,above,below,within,above,within,above,above,below,above,above,above,above,above,within,within,within
GMS,below,below,below,within,within,within,above,above,above,below,above,above,above,above,above,within,within,above,above,within
CRK,within,above,above,within,within,below,above,within,within,within,below,within,below,below,below,below,within,below,below,above
ATHM,within,within,below,below,above,above,below,below,below,above,above,within,above,above,above,above,above,within,within,within
SLVM,within,within,below,above,within,within,above,above,above,above,above,above,above,above,above,above,within,above,above,within
NHI,within,within,above,above,within,below,within,below,below,below,above,above,above,above,above,above,above,above,above,within
INST,within,within,above,within,within,below,above,above,above,within,below,within,within,within,below,below,within,above,above,within
ENV,within,within,within,above,within,below,above,below,below,within,below,within,below,below,below,below,below,above,above,above
UNF,within,within,within,below,below,above,below,below,below,above,above,above,within,within,within,within,within,within,above,within
CNK,above,within,within,above,within,within,above,above,within,below,above,within,above,above,above,above,within,above,within,within
ASB,within,within,within,within,within,within,within,below,below,above,within,within,below,below,below,within,within,within,within,within
PRGO,within,below,below,below,above,below,above,below,above,within,above,below,above,above,above,above,within,above,above,within
BRC,within,within,above,within,within,within,below,below,within,above,above,above,above,above,above,above,above,above,above,within
HP,within,within,within,within,below,above,below,below,within,below,above,below,within,above,above,within,within,within,above,within
BVN,above,within,within,below,below,below,within,below,within,within,above,below,above,above,above,above,above,above,above,above
GHC,within,within,below,below,below,within,below,above,below,within,above,below,below,below,below,below,within,within,within,within
MWA,within,within,above,above,within,above,within,within,below,above,below,within,above,above,above,above,within,above,above,within
SAM,above,above,above,above,within,within,below,below,below,below,above,below,within,above,above,within,within,within,above,within
BNL,within,within,above,within,within,above,below,within,above,below,above,within,above,above,above,above,above,above,above,within
GRBK,below,below,above,within,within,above,below,above,above,above,above,above,above,above,above,above,within,below,below,within
PJT,above,above,above,above,below,within,below,below,below,above,above,within,above,above,above,below,above,above,above,within
CBZ,within,within,within,within,within,within,within,within,within,below,above,within,above,above,above,within,below,above,above,above
ESE,within,within,within,within,below,within,below,below,below,below,above,within,above,above,above,above,within,within,within,within
IAG,within,below,within,below,within,below,within,below,above,below,above,below,above,above,above,above,within,below,below,within
ABM,within,within,below,below,within,within,within,within,above,below,above,above,within,within,within,below,below,above,above,within
UCB,within,within,above,within,within,within,within,above,below,below,within,above,below,below,within,within,within,within,within,within
SXT,above,above,within,above,within,above,above,below,below,above,above,above,above,above,above,above,within,above,above,above
TDS,within,within,below,below,below,within,within,below,within,within,below,within,within,below,below,below,within,within,below,within
YOU,within,within,above,above,within,below,within,above,within,above,above,within,above,above,above,above,within,above,above,above
TGLS,within,within,above,above,below,within,within,above,above,below,above,above,above,above,above,above,above,above,above,above
PRIM,within,within,below,within,below,within,above,within,below,above,above,within,above,within,within,below,below,above,above,within
ATMU,within,within,within,above,below,within,above,within,below,above,above,above,above,above,above,above,within,within,within,within
NSA,within,above,above,above,within,below,above,above,above,below,above,within,above,above,above,above,within,above,above,within
NVST,within,within,below,below,within,below,above,within,within,within,below,within,within,above,above,below,within,above,above,within
KLC,above,within,within,above,within,below,above,above,within,below,below,within,within,within,below,below,below,within,within,above
BBAR,above,within,below,below,above,within,within,above,above,within,below,below,within,above,above,below,within,within,within,within
HESM,within,within,above,above,above,within,above,below,below,above,above,within,above,within,within,within,above,above,above,within
TNL,below,below,within,within,above,above,within,above,within,below,above,within,within,above,above,above,within,above,above,within
HAFN,below,within,below,below,above,within,within,above,above,above,within,within,above,above,above,above,within,above,above,below
BXMT,within,below,below,within,above,above,above,above,within,within,below,above,below,below,below,within,within,within,within,within
HAYW,above,within,above,within,within,above,within,below,above,above,below,within,within,within,within,above,above,above,above,within
TDW,above,within,above,above,within,within,within,within,within,above,above,above,above,above,above,within,within,within,above,above
HTGC,within,within,above,above,above,below,within,above,below,below,within,within,above,above,above,above,above,below,below,within
AI,within,within,above,within,within,above,below,within,below,within,below,within,below,below,below,below,within,below,below,within
CEIX,below,within,within,above,below,within,below,above,within,below,above,within,above,above,above,above,within,above,above,within
QS,within,within,within,above,within,above,below,within,above,within,below,within,below,below,below,within,within,below,below,within
HCC,below,within,within,within,below,above,below,above,within,within,above,within,above,above,above,above,within,above,above,below
IFS,within,below,below,below,within,within,within,below,above,below,within,within,within,within,within,within,within,within,within,within
BSM,within,within,above,above,above,above,within,within,above,below,above,above,above,above,within,above,above,above,above,above
CXT,within,within,within,within,within,within,within,below,below,below,above,within,above,above,above,above,above,above,above,within
NPO,above,within,above,within,below,above,within,within,below,within,above,above,below,below,below,within,above,above,above,within
GFF,within,within,within,above,below,above,above,within,below,below,above,below,above,above,above,above,within,above,above,within
RNG,within,below,below,within,within,below,within,above,below,within,below,within,within,below,below,below,above,above,above,above
JOE,above,above,above,above,below,above,within,above,above,below,above,within,above,above,above,above,within,below,below,above
PRKS,within,within,above,within,within,below,within,above,within,above,above,below,within,above,above,above,above,above,within,within
FBP,within,within,within,above,within,within,within,above,above,below,within,above,above,within,above,above,within,within,within,within
AWR,above,above,above,above,below,within,within,within,above,below,above,above,above,above,above,above,within,below,below,above
TDC,above,below,below,above,within,below,above,below,below,above,above,below,above,above,above,above,within,above,above,below
DEI,within,within,within,within,within,below,within,below,within,within,below,above,below,below,below,below,within,within,within,within
BTU,below,within,below,below,below,above,below,within,within,above,above,within,above,above,above,within,below,below,below,below
PAY,above,above,within,above,within,above,below,above,above,above,above,within,above,above,above,above,below,below,below,above
CWK,above,below,below,above,within,within,above,within,above,above,below,below,below,below,below,below,below,above,above,within
ATKR,below,below,below,within,within,above,within,above,above,below,above,within,above,above,above,above,within,above,above,below
OUT,below,within,below,above,within,below,above,above,below,within,above,below,above,above,above,within,within,within,within,within
MP,within,above,above,within,within,above,above,above,within,within,below,within,above,above,above,below,within,within,within,within
APAM,within,within,within,above,above,within,below,below,below,above,above,within,above,above,above,within,within,above,above,within
GEF-B,below,within,below,within,above,within,above,below,above,within,above,within,above,above,above,above,below,within,within,within
TAC,below,above,below,above,below,within,above,above,within,below,within,below,above,above,above,above,within,above,above,below
CWT,within,within,above,within,below,below,within,below,below,above,above,below,above,above,above,above,within,below,below,within
YETI,within,within,above,above,within,above,below,within,below,above,above,within,above,above,above,above,above,within,above,within
CAAP,below,below,within,within,within,within,within,above,within,below,above,below,above,above,above,above,within,above,above,below
CWEN,above,within,above,within,above,above,within,below,above,above,below,within,below,below,below,below,within,above,above,within
FHI,within,within,within,above,within,above,below,below,below,above,above,within,above,above,above,within,within,above,above,below
DFH,below,within,within,above,within,above,within,above,above,above,above,within,above,above,above,above,below,below,below,within
BUR,below,within,within,within,below,above,within,above,above,within,within,within,above,above,above,above,above,below,below,within
MAN,above,within,below,below,above,below,within,below,above,below,below,within,below,below,below,below,below,above,above,below
ATS,within,within,below,below,within,within,within,above,above,below,within,within,within,within,within,within,within,below,below,within
AVA,within,within,within,within,above,within,within,within,below,above,within,within,within,within,within,within,within,above,above,within
CBU,within,above,above,above,within,within,within,below,below,above,above,above,within,within,above,within,within,within,within,within
MIR,within,above,above,within,within,within,within,within,below,within,below,within,below,below,below,below,above,within,within,above
DV,above,above,above,within,within,above,below,above,above,below,above,above,above,above,above,above,above,above,above,within
KNTK,above,above,within,within,within,below,above,above,within,above,above,above,above,above,above,above,within,above,within,above
BHC,within,below,below,within,within,below,within,below,below,below,within,below,below,above,above,above,within,above,above,within
GEF,within,within,below,within,within,within,above,below,above,within,above,within,above,above,above,above,below,within,within,within
REZI,within,below,below,below,within,within,within,below,above,below,within,below,within,below,within,below,within,above,above,below
CMBT,below,within,above,above,above,within,above,below,within,above,above,within,above,above,above,above,within,below,below,within
DBRG,below,within,below,above,below,below,below,above,within,within,above,within,above,above,above,above,above,within,above,above
LBRT,within,above,below,within,below,within,below,above,within,below,above,within,above,above,above,within,below,above,above,below
STNG,below,below,within,within,below,above,within,below,above,above,above,within,above,above,above,above,above,above,above,within
GNW,above,within,below,below,within,within,within,below,below,below,below,within,below,below,below,below,within,within,within,within
PK,below,below,below,below,within,within,within,above,within,within,above,below,above,above,above,within,below,above,within,below
TRN,within,within,below,within,above,within,above,above,within,above,above,within,above,below,below,within,within,below,below,within
NSP,within,within,below,above,above,within,above,within,below,above,above,within,above,above,above,below,below,above,above,within
CWEN-A,above,above,above,within,above,above,within,below,above,above,below,within,below,below,below,below,within,above,above,within
ABR,below,below,within,within,above,above,above,above,below,below,above,below,above,above,above,above,above,within,within,within
LCII,within,within,within,within,above,above,within,within,below,above,above,below,above,above,above,above,below,above,above,within
COMP,within,above,below,above,within,below,within,within,below,within,below,below,below,below,below,below,below,below,below,within
CCS,below,below,below,within,below,above,below,below,within,above,above,below,above,above,above,within,below,below,below,below
MPW,within,within,above,below,within,above,within,below,within,within,below,below,below,below,below,within,above,within,within,within
LXP,above,within,above,within,within,within,below,below,below,within,below,within,below,below,below,within,above,above,above,within
NOMD,below,below,within,below,within,within,within,within,below,above,within,below,within,within,within,above,within,above,above,within
KWR,within,within,below,within,below,within,above,within,above,above,above,within,above,above,above,above,within,above,above,within
EVH,within,within,below,within,within,below,above,above,above,within,within,below,above,above,above,above,below,above,above,above
SID,within,below,below,below,above,below,above,within,within,within,below,above,above,above,above,below,within,above,above,below
ZIM,within,within,below,below,above,below,above,within,within,within,below,within,below,below,below,below,within,above,above,above
VAC,within,within,within,below,above,above,above,within,within,below,above,within,within,within,within,above,above,within,within,within
CC,within,below,below,above,above,within,above,below,within,within,above,within,above,above,above,within,within,below,below,within
ASAN,within,within,within,above,within,within,above,above,above,within,below,within,below,below,below,below,above,below,below,within
CDE,within,within,within,within,within,below,above,below,within,within,below,within,above,above,above,below,within,within,within,above
ATGE,within,within,above,within,within,below,within,above,above,above,above,below,within,within,within,above,above,above,above,within
CPK,within,within,above,within,below,below,within,within,below,below,above,within,within,above,within,within,within,within,within,within
AMR,below,below,below,within,below,above,below,above,within,below,above,within,above,above,above,above,within,above,above,below
MANU,within,within,above,above,within,below,above,within,below,within,below,above,below,below,below,below,above,below,below,above
WLYB,within,within,above,above,within,below,above,below,within,within,below,within,below,below,below,below,above,within,within,within
CON,within,within,below,within,within,below,above,within,within,within,above,within,within,within,above,above,below,above,above,within
TGNA,below,below,within,below,within,above,within,below,above,below,above,below,above,above,above,above,within,above,above,within
BOH,within,above,above,above,above,within,within,below,below,below,above,above,within,below,within,within,within,within,within,within
WLY,within,within,above,above,within,below,above,below,within,within,below,above,below,below,below,below,above,within,within,within
PAGS,below,below,below,below,within,within,below,above,above,above,above,above,above,above,above,above,within,below,below,below
UE,below,above,above,above,below,above,within,within,above,above,above,above,above,above,above,above,within,within,within,within
BKU,within,within,within,within,within,within,within,below,below,above,above,within,within,below,below,within,within,within,within,within
FCPT,within,within,above,above,within,above,within,within,below,above,above,within,above,above,above,above,above,within,within,within
KGS,above,above,above,within,within,within,above,within,within,below,below,below,within,below,below,below,within,below,below,above
GPOR,below,within,above,within,within,below,below,below,within,within,above,within,above,above,above,above,within,within,within,within
OII,above,above,below,above,within,within,above,below,within,above,within,below,above,within,within,below,below,within,within,above
BANC,within,within,above,within,within,within,within,within,below,within,below,above,below,below,below,below,within,within,within,within
USAC,above,above,above,within,above,within,above,below,within,above,below,within,above,within,below,within,above,below,below,above
ARCH,below,below,below,within,within,within,below,above,within,below,above,within,above,above,above,above,within,above,above,below
AKO-A,below,within,below,below,above,within,within,above,within,above,within,within,above,within,above,above,within,within,within,below
AKO-B,below,below,below,below,above,within,within,above,within,above,within,below,above,within,above,above,within,within,within,below
VSTO,within,within,within,within,within,above,below,below,within,above,below,above,below,below,below,below,within,above,above,within
AKR,above,above,above,within,below,above,below,within,within,below,below,above,below,below,below,below,within,within,within,above
SDRL,below,within,within,below,within,above,below,below,within,above,above,within,above,above,above,above,within,above,above,within
ARDT,within,below,below,above,within,below,above,within,within,above,above,within,within,within,above,above,within,above,above,within
CPRI,within,below,within,within,within,below,above,below,below,within,below,above,below,below,below,below,above,within,within,within
SPB,within,within,within,below,within,within,below,below,above,below,above,below,within,below,below,within,within,below,below,within
BFH,below,within,below,within,below,within,within,above,above,above,above,within,above,above,within,within,within,above,above,within
MTX,within,within,below,within,below,within,above,within,below,within,above,above,above,above,above,above,within,above,above,within
CALX,above,above,within,within,within,above,below,above,below,within,above,above,above,above,above,above,within,within,within,above
PFS,within,within,above,within,above,within,within,within,within,within,below,within,below,below,below,within,within,within,within,within
HBI,within,within,below,above,within,within,above,below,above,within,below,below,below,below,below,below,within,above,above,within
HNI,within,within,below,within,above,within,within,below,below,within,above,within,above,above,above,within,within,above,above,within
EPAC,within,within,above,above,below,above,within,below,above,above,within,within,above,above,above,above,above,above,above,within
VSH,below,below,below,below,above,above,within,within,above,below,above,within,above,above,above,above,below,below,below,below
LU,within,within,below,below,above,above,within,below,below,within,below,within,below,below,below,below,within,within,within,within
CDLR,within,within,above,above,within,within,below,above,within,below,below,within,below,within,below,below,within,below,below,above
BAK,within,within,below,within,within,below,within,below,above,within,below,below,below,above,within,below,below,below,within,within
CVI,below,above,below,above,above,within,above,within,within,below,above,within,above,above,above,below,below,above,above,below
B,within,within,within,below,within,within,within,within,below,within,below,above,below,below,below,below,within,below,below,within
AVAL,above,below,below,below,above,within,within,below,below,above,below,within,below,below,below,below,within,within,within,within
OKLO,within,within,within,above,within,above,below,within,within,within,below,within,below,within,below,within,within,within,within,within
BTE,within,within,below,below,below,below,within,above,above,below,below,below,below,below,below,below,above,above,above,below
ENR,above,below,below,above,above,within,above,below,within,within,below,within,within,below,below,below,within,above,above,within
AG,within,above,above,within,below,within,within,above,within,within,below,within,above,above,above,below,within,above,above,within
SPNT,below,within,below,within,within,within,within,above,within,above,within,within,above,above,above,within,within,within,within,below
GRND,within,above,above,within,within,below,within,above,within,within,below,within,within,below,below,below,above,within,within,within
NABL,above,within,above,within,within,above,within,within,within,above,above,within,above,above,above,above,above,above,above,within
RKT,below,above,above,above,within,above,above,below,within,below,within,within,below,below,below,below,above,below,below,above
MBC,within,within,within,within,within,above,below,below,within,below,above,within,above,above,above,above,within,above,above,within
AZZ,above,within,within,within,below,within,above,above,above,above,within,within,above,above,within,above,within,above,above,within
FL,within,within,below,below,within,within,within,below,within,within,below,below,below,below,below,below,within,within,within,within
INSW,below,below,within,within,above,above,within,within,within,below,above,within,above,above,above,above,above,above,above,within
IVT,above,above,above,within,below,below,below,within,within,below,below,above,below,below,below,below,within,within,above,within
ENVA,within,within,within,above,within,above,above,above,below,above,above,within,above,above,within,within,within,above,above,within
LSPD,within,within,within,below,within,above,below,above,below,within,below,within,below,below,below,below,within,below,below,within
ENOV,within,within,within,below,within,within,below,within,within,within,below,below,below,below,below,below,above,below,below,within
FBK,within,within,above,within,below,within,within,below,above,below,above,within,within,below,within,within,within,within,within,within
IBTA,above,within,above,above,within,above,within,within,within,within,above,above,within,within,below,above,above,within,above,above
YELP,within,within,above,above,within,above,below,above,within,above,above,below,above,above,above,above,above,above,above,within
VZIO,above,above,below,above,within,within,below,below,below,below,above,within,above,above,above,above,below,below,below,above
VSCO,within,within,below,above,within,below,above,below,within,within,above,above,above,within,above,within,within,above,above,within
AMBP,within,within,below,within,above,within,within,within,within,above,below,below,below,below,below,below,below,above,above,within
AIN,within,within,above,within,below,above,below,below,below,below,above,above,above,above,above,above,within,within,above,within
AESI,within,within,above,above,within,within,within,above,within,above,within,above,above,above,above,within,within,below,below,above
MTRN,above,within,below,within,below,within,above,within,above,below,above,within,above,above,above,above,within,above,above,above
TR,within,within,above,within,below,above,below,above,above,above,within,within,above,above,above,above,within,within,within,within
BE,within,above,within,above,within,above,above,above,below,within,below,below,below,below,below,below,within,below,below,above
VTMX,below,below,above,above,below,above,below,within,above,above,above,within,above,within,below,above,above,within,below,above
AAP,within,within,below,below,within,within,above,below,below,below,below,below,below,below,below,below,within,above,above,above
AIR,above,within,below,below,within,above,within,within,below,within,within,within,within,within,within,below,below,below,below,within
CCU,within,within,below,below,within,within,within,within,below,within,below,below,within,within,within,within,within,below,below,below
PAR,within,above,above,within,within,above,above,above,below,within,below,within,below,above,above,above,below,below,below,within
RNST,within,within,within,within,within,within,within,below,above,above,above,within,within,below,within,above,within,within,within,within
EQC,above,within,above,within,within,above,within,below,below,within,within,within,below,above,above,above,within,within,within,within
SWI,above,below,within,below,within,below,above,below,within,above,above,within,above,above,above,above,above,above,above,below
KSS,below,within,below,below,above,within,above,below,within,above,above,within,above,within,within,within,within,above,above,below
BKE,below,within,above,above,within,above,within,within,above,below,above,within,above,above,above,above,above,above,above,within
EVTC,within,below,within,within,below,within,above,within,below,above,above,within,above,above,above,above,within,above,above,below
SXI,within,within,above,within,below,above,within,below,above,above,above,within,above,above,above,above,within,above,above,within
SHO,below,above,below,within,below,within,below,above,within,below,above,below,above,above,above,above,within,within,within,within
SGHC,above,within,above,above,within,within,below,within,within,within,below,within,below,below,below,below,within,within,within,within
MCW,above,within,above,within,within,below,above,within,within,below,below,above,above,within,within,above,within,below,below,within
ALG,within,within,within,within,below,above,below,within,above,below,above,above,above,above,above,above,within,above,above,within
CRI,below,within,within,within,above,above,within,below,above,below,above,within,above,above,above,above,within,above,above,within
WRBY,within,above,below,above,within,below,above,above,above,within,above,within,above,above,above,above,within,above,above,within
GEO,above,within,below,below,within,within,above,below,below,within,below,below,below,below,below,below,within,above,above,within
CRGY,within,within,below,below,within,within,above,above,within,above,below,within,below,below,below,below,within,below,below,below
RLX,within,within,within,below,within,above,below,below,within,below,below,above,below,within,within,above,within,within,within,above
MSGE,within,above,above,within,within,below,within,above,within,within,above,within,within,above,above,above,within,within,within,above
WNS,below,below,below,within,within,within,above,within,above,below,above,within,above,above,above,above,within,above,above,below
FIHL,below,below,below,within,within,within,within,above,above,below,above,within,above,above,above,within,within,within,within,below
ZGN,within,within,within,within,below,within,within,above,within,below,below,within,above,within,below,above,above,within,within,within
DKL,within,within,within,within,above,within,within,within,below,above,above,within,within,above,within,within,within,above,above,above
ERO,within,above,above,above,within,below,above,within,above,within,below,within,above,above,above,below,within,below,below,above
AGM,within,within,above,above,within,within,above,above,above,within,above,within,above,below,below,above,above,above,within,within
HTH,within,above,below,within,within,within,within,below,below,below,within,within,below,below,within,below,within,within,within,within
CEPU,below,within,below,below,above,above,below,above,above,below,below,below,above,above,above,above,within,above,above,below
NEP,above,below,within,below,above,above,below,below,within,within,below,below,below,below,within,above,within,above,above,above
KOS,below,below,below,within,within,below,above,within,within,above,below,below,above,within,within,within,above,below,below,below
AGM-A,below,within,above,above,within,within,above,above,above,within,above,within,above,below,below,above,above,above,within,within
TROX,within,within,below,below,above,within,above,below,within,within,below,above,above,above,above,below,below,above,above,within
PHIN,above,within,below,below,within,within,below,above,within,below,above,within,within,within,within,within,below,above,above,below
WOR,above,within,within,within,within,above,below,below,below,below,below,below,below,below,below,below,within,above,above,above
THS,within,within,below,below,within,within,within,below,above,within,below,within,below,below,below,below,below,below,below,within
VVX,within,above,below,within,within,below,above,above,within,within,below,within,below,below,below,below,below,above,within,within
SAH,below,below,below,within,within,within,above,within,within,above,above,below,above,above,within,within,below,below,below,within
PRM,within,above,above,within,within,above,above,within,within,below,below,within,above,above,above,below,above,above,above,above
KMT,within,within,below,below,above,within,within,below,within,above,within,above,within,within,within,within,within,above,above,below
CABO,below,below,within,below,within,within,above,within,below,below,above,within,above,above,above,above,above,above,above,below
HI,within,below,below,below,above,within,above,below,within,within,below,below,below,below,below,below,within,within,below,below
TSLX,below,within,above,within,above,below,above,above,below,below,above,above,above,above,above,above,above,within,within,within
STC,above,within,below,within,within,within,within,below,below,above,within,above,below,within,below,below,within,within,within,within
GBX,below,within,below,below,within,within,above,above,above,above,above,below,within,within,within,within,below,below,below,below
CNMD,within,within,below,within,below,below,above,within,above,above,above,below,above,above,above,above,within,above,above,within
NATL,within,below,below,above,within,below,above,within,within,below,below,within,below,below,below,below,below,above,above,below
OI,within,below,below,below,within,within,above,below,within,below,below,within,below,below,below,below,below,below,below,below
ARCO,below,within,below,above,within,below,above,above,within,below,within,below,above,above,above,above,below,below,below,below
TALO,above,within,below,below,within,below,within,within,within,below,below,within,below,below,below,below,above,above,above,below
WOLF,within,within,within,below,within,above,above,within,below,within,below,below,below,below,below,below,below,below,below,within
VYX,within,within,below,within,within,below,above,below,below,within,below,within,below,below,below,below,below,below,below,below
ROG,within,within,within,below,within,above,below,below,below,below,above,below,above,above,above,above,within,above,above,within
SEMR,above,above,above,above,within,within,below,above,within,within,above,within,above,above,above,above,above,within,within,above
DFIN,below,within,within,within,within,within,within,below,within,above,above,within,above,above,above,above,within,above,above,below
CXM,within,within,within,within,within,within,below,above,within,below,above,below,above,above,above,above,above,above,above,above
WS,within,within,below,within,within,within,below,above,below,below,above,within,above,above,above,above,below,above,above,within
GNL,within,within,below,below,above,above,above,above,below,within,below,within,below,below,below,below,within,above,within,within
ADNT,above,below,below,below,within,within,within,below,within,within,within,below,within,below,below,below,below,above,above,below
VSTS,within,within,below,within,below,within,above,below,above,below,within,within,within,above,above,within,within,above,above,within
LGF-A,within,above,below,above,within,below,above,within,below,within,below,within,below,below,below,below,within,above,within,within
SAND,above,above,above,below,below,within,within,above,above,above,above,within,above,above,above,above,above,above,above,above
SJW,within,within,within,within,within,below,within,below,within,above,above,within,within,within,within,within,within,below,below,within
DRH,within,within,below,within,below,below,below,above,within,below,within,within,within,above,above,below,below,within,above,below
ESRT,above,above,within,within,below,above,within,within,within,above,within,above,within,within,within,below,within,within,within,below
MODG,above,above,below,below,within,within,within,above,within,below,below,above,below,below,below,below,within,above,within,within
OFG,below,within,within,within,within,within,within,above,above,above,above,within,above,within,above,above,within,within,within,within
LOB,above,within,above,above,below,within,within,above,below,below,within,within,within,within,above,within,within,within,within,within
HG,below,below,below,within,within,within,within,above,within,above,above,within,above,above,above,within,within,within,within,below
STR,within,above,above,within,within,above,below,above,within,within,below,within,below,below,below,below,above,within,within,above
NMM,below,below,within,below,below,below,within,above,within,below,above,below,above,above,above,above,above,below,below,below
BWLP,below,within,below,below,above,within,below,above,above,below,above,within,above,above,above,above,within,above,above,below
RVLV,above,above,above,above,within,above,below,above,below,above,below,within,above,above,above,above,above,below,below,above
GTY,within,within,above,above,within,within,within,within,below,below,above,within,above,above,above,above,above,above,above,within
KAR,above,within,within,within,within,within,within,below,below,within,below,within,below,below,within,above,within,above,above,within
DBD,within,below,below,below,within,within,above,below,below,within,below,above,within,below,below,above,below,below,below,below
PRG,below,below,below,within,within,above,above,below,within,above,above,below,above,above,above,within,within,above,above,below
SMR,within,within,above,above,within,above,below,above,above,within,below,within,below,below,below,within,below,below,below,within
ASAI,within,below,below,within,within,below,above,above,below,below,below,above,above,below,below,below,below,above,within,below
TNC,within,within,within,within,within,within,below,below,above,below,above,below,above,above,above,above,above,above,above,within
WMK,within,within,below,below,within,above,below,below,below,below,above,within,within,within,within,below,within,within,above,below
TNK,below,below,within,within,below,above,below,below,above,below,above,within,above,above,above,above,within,above,above,below
BBUC,within,within,below,above,below,below,above,below,within,above,below,within,below,above,within,below,below,below,below,within
BOWL,within,above,above,within,within,below,within,above,within,within,below,within,below,below,below,below,within,below,below,above
FCF,within,within,within,within,within,within,within,above,above,below,within,within,within,within,above,above,within,within,within,within
AGX,above,above,above,above,within,within,below,within,within,above,above,above,above,above,above,within,below,above,above,above
DHT,within,below,above,within,above,above,within,below,below,below,within,within,above,above,above,above,within,within,within,within
EPC,within,below,below,below,within,within,within,below,above,below,above,below,within,within,within,within,within,above,above,within
NBHC,within,within,above,within,within,within,within,within,within,below,above,within,within,within,above,above,within,within,within,within
SOC,within,within,within,above,within,above,above,within,within,within,below,within,below,below,below,within,within,within,within,within
MNR,within,below,within,within,above,within,above,within,within,within,below,within,above,below,within,above,above,above,above,within
SA,above,within,within,within,within,within,above,within,below,above,above,within,above,above,above,within,within,below,within,within
LGF-B,within,above,below,above,within,below,above,within,below,within,below,within,below,below,below,below,within,above,within,within
DQ,within,within,below,below,within,above,within,above,above,within,below,within,above,above,within,below,below,above,above,above
AAT,within,above,within,within,within,below,within,within,above,above,above,above,above,above,above,within,within,above,above,within
RAMP,above,below,within,below,within,above,below,within,within,within,above,below,above,above,above,above,above,above,above,above
CSTM,within,below,below,within,within,below,above,within,within,below,above,within,above,above,above,below,below,above,above,below
PD,within,within,within,above,within,within,above,above,below,within,below,within,below,below,below,below,above,above,above,within
